X,Y,Z
-1,-21,-13
-1,-23,-13
1,-23,-13
1,-21,-13
3,-21,-13
3,-19,-13
5,-19,-13
5,-17,-13
7,-17,-13
7,-15,-13
9,-15,-13
9,-13,-13
11,-13,-13
11,-11,-13
13,-11,-13
13,-9,-13
15,-9,-13
15,-7,-13
17,-7,-13
17,-5,-13
19,-5,-13
19,-3,-13
21,-3,-13
21,-1,-13
23,-1,-13
23,1,-13
23,1,-11
23,3,-11
21,3,-11
21,5,-11
19,5,-11
19,7,-11
17,7,-11
17,9,-11
15,9,-11
15,11,-11
13,11,-11
13,13,-11
11,13,-11
11,15,-11
9,15,-11
9,17,-11
7,17,-11
7,19,-11
5,19,-11
5,21,-11
3,21,-11
3,23,-11
1,23,-11
1,25,-11
-1,25,-11
-1,23,-11
-3,23,-11
-3,23,-9
-5,23,-9
-5,21,-9
-7,21,-9
-7,19,-9
-9,19,-9
-9,17,-9
-11,17,-9
-11,15,-9
-13,15,-9
-13,13,-9
-15,13,-9
-15,11,-9
-17,11,-9
-17,9,-9
-19,9,-9
-19,7,-9
-21,7,-9
-21,5,-9
-23,5,-9
-23,3,-9
-25,3,-9
-25,1,-9
-27,1,-9
-27,-1,-9
-25,-1,-9
-25,-3,-9
-23,-3,-9
-23,-5,-9
-21,-5,-9
-21,-7,-9
-19,-7,-9
-19,-9,-9
-17,-9,-9
-17,-11,-9
-15,-11,-9
-15,-13,-9
-13,-13,-9
-13,-15,-9
-11,-15,-9
-11,-17,-9
-9,-17,-9
-9,-19,-9
-7,-19,-9
-7,-21,-9
-5,-21,-9
-5,-23,-9
-3,-23,-9
-3,-25,-9
-1,-25,-9
-1,-27,-9
1,-27,-9
1,-25,-9
3,-25,-9
3,-23,-9
5,-23,-9
5,-21,-9
7,-21,-9
7,-19,-9
9,-19,-9
9,-17,-9
11,-17,-9
11,-15,-9
13,-15,-9
13,-13,-9
15,-13,-9
15,-11,-9
17,-11,-9
17,-9,-9
19,-9,-9
19,-7,-9
21,-7,-9
21,-5,-9
23,-5,-9
23,-3,-9
25,-3,-9
25,-1,-9
27,-1,-9
27,1,-9
27,1,-7
27,3,-7
25,3,-7
25,5,-7
23,5,-7
23,7,-7
21,7,-7
21,9,-7
19,9,-7
19,11,-7
17,11,-7
17,13,-7
15,13,-7
15,15,-7
13,15,-7
13,17,-7
11,17,-7
11,19,-7
9,19,-7
9,21,-7
7,21,-7
7,23,-7
5,23,-7
5,25,-7
3,25,-7
3,27,-7
1,27,-7
1,29,-7
-1,29,-7
-1,27,-7
-3,27,-7
-3,27,-5
-5,27,-5
-5,25,-5
-7,25,-5
-7,23,-5
-9,23,-5
-9,21,-5
-11,21,-5
-11,19,-5
-13,19,-5
-13,17,-5
-15,17,-5
-15,15,-5
-17,15,-5
-17,13,-5
-19,13,-5
-19,11,-5
-21,11,-5
-21,9,-5
-23,9,-5
-23,7,-5
-25,7,-5
-25,5,-5
-27,5,-5
-27,3,-5
-29,3,-5
-29,1,-5
-31,1,-5
-31,-1,-5
-29,-1,-5
-29,-3,-5
-27,-3,-5
-27,-5,-5
-25,-5,-5
-25,-7,-5
-23,-7,-5
-23,-9,-5
-21,-9,-5
-21,-11,-5
-19,-11,-5
-19,-13,-5
-17,-13,-5
-17,-15,-5
-15,-15,-5
-15,-17,-5
-13,-17,-5
-13,-19,-5
-11,-19,-5
-11,-21,-5
-9,-21,-5
-9,-23,-5
-7,-23,-5
-7,-25,-5
-5,-25,-5
-5,-27,-5
-3,-27,-5
-3,-29,-5
-1,-29,-5
-1,-31,-5
1,-31,-5
1,-29,-5
3,-29,-5
3,-27,-5
5,-27,-5
5,-25,-5
7,-25,-5
7,-23,-5
9,-23,-5
9,-21,-5
11,-21,-5
11,-19,-5
13,-19,-5
13,-17,-5
15,-17,-5
15,-15,-5
17,-15,-5
17,-13,-5
19,-13,-5
19,-11,-5
21,-11,-5
21,-9,-5
23,-9,-5
23,-7,-5
25,-7,-5
25,-5,-5
27,-5,-5
27,-3,-5
29,-3,-5
29,-1,-5
31,-1,-5
31,1,-5
31,1,-3
31,3,-3
29,3,-3
29,5,-3
27,5,-3
27,7,-3
25,7,-3
25,9,-3
23,9,-3
23,11,-3
21,11,-3
21,13,-3
19,13,-3
19,15,-3
17,15,-3
17,17,-3
15,17,-3
15,19,-3
13,19,-3
13,21,-3
11,21,-3
11,23,-3
9,23,-3
9,25,-3
7,25,-3
7,27,-3
5,27,-3
5,29,-3
3,29,-3
3,31,-3
1,31,-3
1,33,-3
-1,33,-3
-1,31,-3
-3,31,-3
-3,31,-1
-5,31,-1
-5,29,-1
-7,29,-1
-7,27,-1
-9,27,-1
-9,25,-1
-11,25,-1
-11,23,-1
-13,23,-1
-13,21,-1
-15,21,-1
-15,19,-1
-17,19,-1
-17,17,-1
-19,17,-1
-19,15,-1
-21,15,-1
-21,13,-1
-23,13,-1
-23,11,-1
-25,11,-1
-25,9,-1
-27,9,-1
-27,7,-1
-29,7,-1
-29,5,-1
-31,5,-1
-31,3,-1
-33,3,-1
-33,1,-1
-35,1,-1
-35,-1,-1
-33,-1,-1
-33,-3,-1
-31,-3,-1
-31,-5,-1
-29,-5,-1
-29,-7,-1
-27,-7,-1
-27,-9,-1
-25,-9,-1
-25,-11,-1
-23,-11,-1
-23,-13,-1
-21,-13,-1
-21,-15,-1
-19,-15,-1
-19,-17,-1
-17,-17,-1
-17,-19,-1
-15,-19,-1
-15,-21,-1
-13,-21,-1
-13,-23,-1
-11,-23,-1
-11,-25,-1
-9,-25,-1
-9,-27,-1
-7,-27,-1
-7,-29,-1
-5,-29,-1
-5,-31,-1
-3,-31,-1
-3,-33,-1
-1,-33,-1
-1,-35,-1
1,-35,-1
1,-33,-1
3,-33,-1
3,-31,-1
5,-31,-1
5,-29,-1
7,-29,-1
7,-27,-1
9,-27,-1
9,-25,-1
11,-25,-1
11,-23,-1
13,-23,-1
13,-21,-1
15,-21,-1
15,-19,-1
17,-19,-1
17,-17,-1
19,-17,-1
19,-15,-1
21,-15,-1
21,-13,-1
23,-13,-1
23,-11,-1
25,-11,-1
25,-9,-1
27,-9,-1
27,-7,-1
29,-7,-1
29,-5,-1
31,-5,-1
31,-3,-1
33,-3,-1
33,-1,-1
35,-1,-1
35,1,-1
35,1,1
35,-1,1
33,-1,1
33,-3,1
31,-3,1
31,-5,1
29,-5,1
29,-7,1
27,-7,1
27,-9,1
25,-9,1
25,-11,1
23,-11,1
23,-13,1
21,-13,1
21,-15,1
19,-15,1
19,-17,1
17,-17,1
17,-19,1
15,-19,1
15,-21,1
13,-21,1
13,-23,1
11,-23,1
11,-25,1
9,-25,1
9,-27,1
7,-27,1
7,-29,1
5,-29,1
5,-31,1
3,-31,1
3,-33,1
1,-33,1
1,-35,1
-1,-35,1
-1,-33,1
-3,-33,1
-3,-31,1
-5,-31,1
-5,-29,1
-7,-29,1
-7,-27,1
-9,-27,1
-9,-25,1
-11,-25,1
-11,-23,1
-13,-23,1
-13,-21,1
-15,-21,1
-15,-19,1
-17,-19,1
-17,-17,1
-19,-17,1
-19,-15,1
-21,-15,1
-21,-13,1
-23,-13,1
-23,-11,1
-25,-11,1
-25,-9,1
-27,-9,1
-27,-7,1
-29,-7,1
-29,-5,1
-31,-5,1
-31,-3,1
-33,-3,1
-33,-1,1
-35,-1,1
-35,1,1
-33,1,1
-33,3,1
-31,3,1
-31,5,1
-29,5,1
-29,7,1
-27,7,1
-27,9,1
-25,9,1
-25,11,1
-23,11,1
-23,13,1
-21,13,1
-21,15,1
-19,15,1
-19,17,1
-17,17,1
-17,19,1
-15,19,1
-15,21,1
-13,21,1
-13,23,1
-11,23,1
-11,25,1
-9,25,1
-9,27,1
-7,27,1
-7,29,1
-5,29,1
-5,31,1
-3,31,1
-3,31,3
-1,31,3
-1,33,3
1,33,3
1,31,3
3,31,3
3,29,3
5,29,3
5,27,3
7,27,3
7,25,3
9,25,3
9,23,3
11,23,3
11,21,3
13,21,3
13,19,3
15,19,3
15,17,3
17,17,3
17,15,3
19,15,3
19,13,3
21,13,3
21,11,3
23,11,3
23,9,3
25,9,3
25,7,3
27,7,3
27,5,3
29,5,3
29,3,3
31,3,3
31,1,3
31,1,5
31,-1,5
29,-1,5
29,-3,5
27,-3,5
27,-5,5
25,-5,5
25,-7,5
23,-7,5
23,-9,5
21,-9,5
21,-11,5
19,-11,5
19,-13,5
17,-13,5
17,-15,5
15,-15,5
15,-17,5
13,-17,5
13,-19,5
11,-19,5
11,-21,5
9,-21,5
9,-23,5
7,-23,5
7,-25,5
5,-25,5
5,-27,5
3,-27,5
3,-29,5
1,-29,5
1,-31,5
-1,-31,5
-1,-29,5
-3,-29,5
-3,-27,5
-5,-27,5
-5,-25,5
-7,-25,5
-7,-23,5
-9,-23,5
-9,-21,5
-11,-21,5
-11,-19,5
-13,-19,5
-13,-17,5
-15,-17,5
-15,-15,5
-17,-15,5
-17,-13,5
-19,-13,5
-19,-11,5
-21,-11,5
-21,-9,5
-23,-9,5
-23,-7,5
-25,-7,5
-25,-5,5
-27,-5,5
-27,-3,5
-29,-3,5
-29,-1,5
-31,-1,5
-31,1,5
-29,1,5
-29,3,5
-27,3,5
-27,5,5
-25,5,5
-25,7,5
-23,7,5
-23,9,5
-21,9,5
-21,11,5
-19,11,5
-19,13,5
-17,13,5
-17,15,5
-15,15,5
-15,17,5
-13,17,5
-13,19,5
-11,19,5
-11,21,5
-9,21,5
-9,23,5
-7,23,5
-7,25,5
-5,25,5
-5,27,5
-3,27,5
-3,27,7
-1,27,7
-1,29,7
1,29,7
1,27,7
3,27,7
3,25,7
5,25,7
5,23,7
7,23,7
7,21,7
9,21,7
9,19,7
11,19,7
11,17,7
13,17,7
13,15,7
15,15,7
15,13,7
17,13,7
17,11,7
19,11,7
19,9,7
21,9,7
21,7,7
23,7,7
23,5,7
25,5,7
25,3,7
27,3,7
27,1,7
27,1,9
27,-1,9
25,-1,9
25,-3,9
23,-3,9
23,-5,9
21,-5,9
21,-7,9
19,-7,9
19,-9,9
17,-9,9
17,-11,9
15,-11,9
15,-13,9
13,-13,9
13,-15,9
11,-15,9
11,-17,9
9,-17,9
9,-19,9
7,-19,9
7,-21,9
5,-21,9
5,-23,9
3,-23,9
3,-25,9
1,-25,9
1,-27,9
-1,-27,9
-1,-25,9
-3,-25,9
-3,-23,9
-5,-23,9
-5,-21,9
-7,-21,9
-7,-19,9
-9,-19,9
-9,-17,9
-11,-17,9
-11,-15,9
-13,-15,9
-13,-13,9
-15,-13,9
-15,-11,9
-17,-11,9
-17,-9,9
-19,-9,9
-19,-7,9
-21,-7,9
-21,-5,9
-23,-5,9
-23,-3,9
-25,-3,9
-25,-1,9
-27,-1,9
-27,1,9
-25,1,9
-25,3,9
-23,3,9
-23,5,9
-21,5,9
-21,7,9
-19,7,9
-19,9,9
-17,9,9
-17,11,9
-15,11,9
-15,13,9
-13,13,9
-13,15,9
-11,15,9
-11,17,9
-9,17,9
-9,19,9
-7,19,9
-7,21,9
-5,21,9
-5,23,9
-3,23,9
-3,23,11
-1,23,11
-1,25,11
1,25,11
1,23,11
3,23,11
3,21,11
5,21,11
5,19,11
7,19,11
7,17,11
9,17,11
9,15,11
11,15,11
11,13,11
13,13,11
13,11,11
15,11,11
15,9,11
17,9,11
17,7,11
19,7,11
19,5,11
21,5,11
21,3,11
23,3,11
23,1,11
23,1,13
23,-1,13
21,-1,13
21,-3,13
19,-3,13
19,-5,13
17,-5,13
17,-7,13
15,-7,13
15,-9,13
13,-9,13
13,-11,13
11,-11,13
11,-13,13
9,-13,13
9,-15,13
7,-15,13
7,-17,13
5,-17,13
5,-19,13
3,-19,13
3,-21,13
1,-21,13
1,-23,13
-1,-23,13
-1,-21,13
-3,-21,13
-3,-19,13
-5,-19,13
-5,-17,13
-7,-17,13
-7,-15,13
-9,-15,13
-9,-13,13
-11,-13,13
-11,-11,13
-13,-11,13
-13,-9,13
-15,-9,13
-15,-7,13
-17,-7,13
-17,-5,13
-19,-5,13
-19,-3,13
-21,-3,13
-21,-1,13
-23,-1,13
-23,1,13
-21,1,13
-21,3,13
-19,3,13
-19,5,13
-17,5,13
-17,7,13
-15,7,13
-15,9,13
-13,9,13
-13,11,13
-11,11,13
-11,13,13
-9,13,13
-9,15,13
-7,15,13
-7,17,13
-5,17,13
-5,19,13
-3,19,13
-3,19,15
-1,19,15
-1,21,15
1,21,15
1,19,15
3,19,15
3,17,15
5,17,15
5,15,15
7,15,15
7,13,15
9,13,15
9,11,15
11,11,15
11,9,15
13,9,15
13,7,15
15,7,15
15,5,15
17,5,15
17,3,15
19,3,15
19,1,15
19,1,17
19,-1,17
17,-1,17
17,-3,17
15,-3,17
15,-5,17
13,-5,17
13,-7,17
11,-7,17
11,-9,17
9,-9,17
9,-11,17
7,-11,17
7,-13,17
5,-13,17
5,-15,17
3,-15,17
3,-17,17
1,-17,17
1,-19,17
-1,-19,17
-1,-17,17
-3,-17,17
-3,-15,17
-5,-15,17
-5,-13,17
-7,-13,17
-7,-11,17
-9,-11,17
-9,-9,17
-11,-9,17
-11,-7,17
-13,-7,17
-13,-5,17
-15,-5,17
-15,-3,17
-17,-3,17
-17,-1,17
-19,-1,17
-19,1,17
-17,1,17
-17,3,17
-15,3,17
-15,5,17
-13,5,17
-13,7,17
-11,7,17
-11,9,17
-9,9,17
-9,11,17
-7,11,17
-7,13,17
-5,13,17
-5,15,17
-3,15,17
-3,15,19
-1,15,19
-1,17,19
1,17,19
1,15,19
3,15,19
3,13,19
5,13,19
5,11,19
7,11,19
7,9,19
9,9,19
9,7,19
11,7,19
11,5,19
13,5,19
13,3,19
15,3,19
15,1,19
15,1,21
15,-1,21
13,-1,21
13,-3,21
11,-3,21
11,-5,21
9,-5,21
9,-7,21
7,-7,21
7,-9,21
5,-9,21
5,-11,21
3,-11,21
3,-13,21
1,-13,21
1,-15,21
-1,-15,21
-1,-13,21
-3,-13,21
-3,-11,21
-5,-11,21
-5,-9,21
-7,-9,21
-7,-7,21
-9,-7,21
-9,-5,21
-11,-5,21
-11,-3,21
-13,-3,21
-13,-1,21
-15,-1,21
-15,1,21
-13,1,21
-13,3,21
-11,3,21
-11,5,21
-9,5,21
-9,7,21
-7,7,21
-7,9,21
-5,9,21
-5,11,21
-3,11,21
-3,11,23
-1,11,23
-1,13,23
1,13,23
1,11,23
3,11,23
3,9,23
5,9,23
5,7,23
7,7,23
7,5,23
9,5,23
9,3,23
11,3,23
11,1,23
11,1,25
11,-1,25
9,-1,25
9,-3,25
7,-3,25
7,-5,25
5,-5,25
5,-7,25
3,-7,25
3,-9,25
1,-9,25
1,-11,25
-1,-11,25
-1,-9,25
-3,-9,25
-3,-7,25
-5,-7,25
-5,-5,25
-7,-5,25
-7,-3,25
-9,-3,25
-9,-1,25
-11,-1,25
-11,1,25
-9,1,25
-9,3,25
-7,3,25
-7,5,25
-5,5,25
-5,7,25
-3,7,25
-3,7,27
-1,7,27
-1,9,27
1,9,27
1,7,27
3,7,27
3,5,27
5,5,27
5,3,27
7,3,27
7,1,27
7,1,29
7,-1,29
5,-1,29
5,-3,29
3,-3,29
3,-5,29
1,-5,29
1,-7,29
-1,-7,29
-1,-5,29
-3,-5,29
-3,-3,29
-5,-3,29
-5,-1,29
-7,-1,29
-7,1,29
-5,1,29
-5,3,29
-3,3,29
-3,3,31
-1,3,31
-1,5,31
1,5,31
1,3,31
3,3,31
3,1,31
1,1,31
1,-1,31
-1,-1,31
-1,1,31
-1,1,29
-1,3,29
1,3,29
1,1,29
3,1,29
3,-1,29
1,-1,29
1,-3,29
-1,-3,29
-1,-1,29
-3,-1,29
-3,1,29
-3,1,27
-5,1,27
-5,-1,27
-3,-1,27
-3,-3,27
-1,-3,27
-1,-5,27
1,-5,27
1,-3,27
3,-3,27
3,-1,27
5,-1,27
5,1,27
5,1,25
5,3,25
3,3,25
3,5,25
1,5,25
1,7,25
-1,7,25
-1,5,25
-3,5,25
-3,5,23
-5,5,23
-5,3,23
-7,3,23
-7,1,23
-9,1,23
-9,-1,23
-7,-1,23
-7,-3,23
-5,-3,23
-5,-5,23
-3,-5,23
-3,-7,23
-1,-7,23
-1,-9,23
1,-9,23
1,-7,23
3,-7,23
3,-5,23
5,-5,23
5,-3,23
7,-3,23
7,-1,23
9,-1,23
9,1,23
9,1,21
9,3,21
7,3,21
7,5,21
5,5,21
5,7,21
3,7,21
3,9,21
1,9,21
1,11,21
-1,11,21
-1,9,21
-3,9,21
-3,9,19
-5,9,19
-5,7,19
-7,7,19
-7,5,19
-9,5,19
-9,3,19
-11,3,19
-11,1,19
-13,1,19
-13,-1,19
-11,-1,19
-11,-3,19
-9,-3,19
-9,-5,19
-7,-5,19
-7,-7,19
-5,-7,19
-5,-9,19
-3,-9,19
-3,-11,19
-1,-11,19
-1,-13,19
1,-13,19
1,-11,19
3,-11,19
3,-9,19
5,-9,19
5,-7,19
7,-7,19
7,-5,19
9,-5,19
9,-3,19
11,-3,19
11,-1,19
13,-1,19
13,1,19
13,1,17
13,3,17
11,3,17
11,5,17
9,5,17
9,7,17
7,7,17
7,9,17
5,9,17
5,11,17
3,11,17
3,13,17
1,13,17
1,15,17
-1,15,17
-1,13,17
-3,13,17
-3,13,15
-5,13,15
-5,11,15
-7,11,15
-7,9,15
-9,9,15
-9,7,15
-11,7,15
-11,5,15
-13,5,15
-13,3,15
-15,3,15
-15,1,15
-17,1,15
-17,-1,15
-15,-1,15
-15,-3,15
-13,-3,15
-13,-5,15
-11,-5,15
-11,-7,15
-9,-7,15
-9,-9,15
-7,-9,15
-7,-11,15
-5,-11,15
-5,-13,15
-3,-13,15
-3,-15,15
-1,-15,15
-1,-17,15
1,-17,15
1,-15,15
3,-15,15
3,-13,15
5,-13,15
5,-11,15
7,-11,15
7,-9,15
9,-9,15
9,-7,15
11,-7,15
11,-5,15
13,-5,15
13,-3,15
15,-3,15
15,-1,15
17,-1,15
17,1,15
17,1,13
17,3,13
15,3,13
15,5,13
13,5,13
13,7,13
11,7,13
11,9,13
9,9,13
9,11,13
7,11,13
7,13,13
5,13,13
5,15,13
3,15,13
3,17,13
1,17,13
1,19,13
-1,19,13
-1,17,13
-3,17,13
-3,17,11
-5,17,11
-5,15,11
-7,15,11
-7,13,11
-9,13,11
-9,11,11
-11,11,11
-11,9,11
-13,9,11
-13,7,11
-15,7,11
-15,5,11
-17,5,11
-17,3,11
-19,3,11
-19,1,11
-21,1,11
-21,-1,11
-19,-1,11
-19,-3,11
-17,-3,11
-17,-5,11
-15,-5,11
-15,-7,11
-13,-7,11
-13,-9,11
-11,-9,11
-11,-11,11
-9,-11,11
-9,-13,11
-7,-13,11
-7,-15,11
-5,-15,11
-5,-17,11
-3,-17,11
-3,-19,11
-1,-19,11
-1,-21,11
1,-21,11
1,-19,11
3,-19,11
3,-17,11
5,-17,11
5,-15,11
7,-15,11
7,-13,11
9,-13,11
9,-11,11
11,-11,11
11,-9,11
13,-9,11
13,-7,11
15,-7,11
15,-5,11
17,-5,11
17,-3,11
19,-3,11
19,-1,11
21,-1,11
21,1,11
21,1,9
21,3,9
19,3,9
19,5,9
17,5,9
17,7,9
15,7,9
15,9,9
13,9,9
13,11,9
11,11,9
11,13,9
9,13,9
9,15,9
7,15,9
7,17,9
5,17,9
5,19,9
3,19,9
3,21,9
1,21,9
1,23,9
-1,23,9
-1,21,9
-3,21,9
-3,21,7
-5,21,7
-5,19,7
-7,19,7
-7,17,7
-9,17,7
-9,15,7
-11,15,7
-11,13,7
-13,13,7
-13,11,7
-15,11,7
-15,9,7
-17,9,7
-17,7,7
-19,7,7
-19,5,7
-21,5,7
-21,3,7
-23,3,7
-23,1,7
-25,1,7
-25,-1,7
-23,-1,7
-23,-3,7
-21,-3,7
-21,-5,7
-19,-5,7
-19,-7,7
-17,-7,7
-17,-9,7
-15,-9,7
-15,-11,7
-13,-11,7
-13,-13,7
-11,-13,7
-11,-15,7
-9,-15,7
-9,-17,7
-7,-17,7
-7,-19,7
-5,-19,7
-5,-21,7
-3,-21,7
-3,-23,7
-1,-23,7
-1,-25,7
1,-25,7
1,-23,7
3,-23,7
3,-21,7
5,-21,7
5,-19,7
7,-19,7
7,-17,7
9,-17,7
9,-15,7
11,-15,7
11,-13,7
13,-13,7
13,-11,7
15,-11,7
15,-9,7
17,-9,7
17,-7,7
19,-7,7
19,-5,7
21,-5,7
21,-3,7
23,-3,7
23,-1,7
25,-1,7
25,1,7
25,1,5
25,3,5
23,3,5
23,5,5
21,5,5
21,7,5
19,7,5
19,9,5
17,9,5
17,11,5
15,11,5
15,13,5
13,13,5
13,15,5
11,15,5
11,17,5
9,17,5
9,19,5
7,19,5
7,21,5
5,21,5
5,23,5
3,23,5
3,25,5
1,25,5
1,27,5
-1,27,5
-1,25,5
-3,25,5
-3,25,3
-5,25,3
-5,23,3
-7,23,3
-7,21,3
-9,21,3
-9,19,3
-11,19,3
-11,17,3
-13,17,3
-13,15,3
-15,15,3
-15,13,3
-17,13,3
-17,11,3
-19,11,3
-19,9,3
-21,9,3
-21,7,3
-23,7,3
-23,5,3
-25,5,3
-25,3,3
-27,3,3
-27,1,3
-29,1,3
-29,-1,3
-27,-1,3
-27,-3,3
-25,-3,3
-25,-5,3
-23,-5,3
-23,-7,3
-21,-7,3
-21,-9,3
-19,-9,3
-19,-11,3
-17,-11,3
-17,-13,3
-15,-13,3
-15,-15,3
-13,-15,3
-13,-17,3
-11,-17,3
-11,-19,3
-9,-19,3
-9,-21,3
-7,-21,3
-7,-23,3
-5,-23,3
-5,-25,3
-3,-25,3
-3,-27,3
-1,-27,3
-1,-29,3
1,-29,3
1,-27,3
3,-27,3
3,-25,3
5,-25,3
5,-23,3
7,-23,3
7,-21,3
9,-21,3
9,-19,3
11,-19,3
11,-17,3
13,-17,3
13,-15,3
15,-15,3
15,-13,3
17,-13,3
17,-11,3
19,-11,3
19,-9,3
21,-9,3
21,-7,3
23,-7,3
23,-5,3
25,-5,3
25,-3,3
27,-3,3
27,-1,3
29,-1,3
29,1,3
29,1,1
29,3,1
27,3,1
27,5,1
25,5,1
25,7,1
23,7,1
23,9,1
21,9,1
21,11,1
19,11,1
19,13,1
17,13,1
17,15,1
15,15,1
15,17,1
13,17,1
13,19,1
11,19,1
11,21,1
9,21,1
9,23,1
7,23,1
7,25,1
5,25,1
5,27,1
3,27,1
3,29,1
1,29,1
1,31,1
-1,31,1
-1,29,1
-3,29,1
-3,29,-1
-1,29,-1
-1,31,-1
1,31,-1
1,29,-1
3,29,-1
3,27,-1
5,27,-1
5,25,-1
7,25,-1
7,23,-1
9,23,-1
9,21,-1
11,21,-1
11,19,-1
13,19,-1
13,17,-1
15,17,-1
15,15,-1
17,15,-1
17,13,-1
19,13,-1
19,11,-1
21,11,-1
21,9,-1
23,9,-1
23,7,-1
25,7,-1
25,5,-1
27,5,-1
27,3,-1
29,3,-1
29,1,-1
29,1,-3
29,-1,-3
27,-1,-3
27,-3,-3
25,-3,-3
25,-5,-3
23,-5,-3
23,-7,-3
21,-7,-3
21,-9,-3
19,-9,-3
19,-11,-3
17,-11,-3
17,-13,-3
15,-13,-3
15,-15,-3
13,-15,-3
13,-17,-3
11,-17,-3
11,-19,-3
9,-19,-3
9,-21,-3
7,-21,-3
7,-23,-3
5,-23,-3
5,-25,-3
3,-25,-3
3,-27,-3
1,-27,-3
1,-29,-3
-1,-29,-3
-1,-27,-3
-3,-27,-3
-3,-25,-3
-5,-25,-3
-5,-23,-3
-7,-23,-3
-7,-21,-3
-9,-21,-3
-9,-19,-3
-11,-19,-3
-11,-17,-3
-13,-17,-3
-13,-15,-3
-15,-15,-3
-15,-13,-3
-17,-13,-3
-17,-11,-3
-19,-11,-3
-19,-9,-3
-21,-9,-3
-21,-7,-3
-23,-7,-3
-23,-5,-3
-25,-5,-3
-25,-3,-3
-27,-3,-3
-27,-1,-3
-29,-1,-3
-29,1,-3
-27,1,-3
-27,3,-3
-25,3,-3
-25,5,-3
-23,5,-3
-23,7,-3
-21,7,-3
-21,9,-3
-19,9,-3
-19,11,-3
-17,11,-3
-17,13,-3
-15,13,-3
-15,15,-3
-13,15,-3
-13,17,-3
-11,17,-3
-11,19,-3
-9,19,-3
-9,21,-3
-7,21,-3
-7,23,-3
-5,23,-3
-5,25,-3
-3,25,-3
-3,25,-5
-1,25,-5
-1,27,-5
1,27,-5
1,25,-5
3,25,-5
3,23,-5
5,23,-5
5,21,-5
7,21,-5
7,19,-5
9,19,-5
9,17,-5
11,17,-5
11,15,-5
13,15,-5
13,13,-5
15,13,-5
15,11,-5
17,11,-5
17,9,-5
19,9,-5
19,7,-5
21,7,-5
21,5,-5
23,5,-5
23,3,-5
25,3,-5
25,1,-5
25,1,-7
25,-1,-7
23,-1,-7
23,-3,-7
21,-3,-7
21,-5,-7
19,-5,-7
19,-7,-7
17,-7,-7
17,-9,-7
15,-9,-7
15,-11,-7
13,-11,-7
13,-13,-7
11,-13,-7
11,-15,-7
9,-15,-7
9,-17,-7
7,-17,-7
7,-19,-7
5,-19,-7
5,-21,-7
3,-21,-7
3,-23,-7
1,-23,-7
1,-25,-7
-1,-25,-7
-1,-23,-7
-3,-23,-7
-3,-21,-7
-5,-21,-7
-5,-19,-7
-7,-19,-7
-7,-17,-7
-9,-17,-7
-9,-15,-7
-11,-15,-7
-11,-13,-7
-13,-13,-7
-13,-11,-7
-15,-11,-7
-15,-9,-7
-17,-9,-7
-17,-7,-7
-19,-7,-7
-19,-5,-7
-21,-5,-7
-21,-3,-7
-23,-3,-7
-23,-1,-7
-25,-1,-7
-25,1,-7
-23,1,-7
-23,3,-7
-21,3,-7
-21,5,-7
-19,5,-7
-19,7,-7
-17,7,-7
-17,9,-7
-15,9,-7
-15,11,-7
-13,11,-7
-13,13,-7
-11,13,-7
-11,15,-7
-9,15,-7
-9,17,-7
-7,17,-7
-7,19,-7
-5,19,-7
-5,21,-7
-3,21,-7
-3,21,-9
-1,21,-9
-1,23,-9
1,23,-9
1,21,-9
3,21,-9
3,19,-9
5,19,-9
5,17,-9
7,17,-9
7,15,-9
9,15,-9
9,13,-9
11,13,-9
11,11,-9
13,11,-9
13,9,-9
15,9,-9
15,7,-9
17,7,-9
17,5,-9
19,5,-9
19,3,-9
21,3,-9
21,1,-9
21,1,-11
21,-1,-11
19,-1,-11
19,-3,-11
17,-3,-11
17,-5,-11
15,-5,-11
15,-7,-11
13,-7,-11
13,-9,-11
11,-9,-11
11,-11,-11
9,-11,-11
9,-13,-11
7,-13,-11
7,-15,-11
5,-15,-11
5,-17,-11
3,-17,-11
3,-19,-11
1,-19,-11
1,-21,-11
-1,-21,-11
-1,-19,-11
-3,-19,-11
-3,-17,-11
-5,-17,-11
-5,-15,-11
-7,-15,-11
-7,-13,-11
-9,-13,-11
-9,-11,-11
-11,-11,-11
-11,-9,-11
-13,-9,-11
-13,-7,-11
-15,-7,-11
-15,-5,-11
-17,-5,-11
-17,-3,-11
-19,-3,-11
-19,-1,-11
-21,-1,-11
-21,1,-11
-19,1,-11
-19,3,-11
-17,3,-11
-17,5,-11
-15,5,-11
-15,7,-11
-13,7,-11
-13,9,-11
-11,9,-11
-11,11,-11
-9,11,-11
-9,13,-11
-7,13,-11
-7,15,-11
-5,15,-11
-5,17,-11
-3,17,-11
-3,17,-13
-1,17,-13
-1,19,-13
1,19,-13
1,17,-13
3,17,-13
3,15,-13
5,15,-13
5,13,-13
7,13,-13
7,11,-13
9,11,-13
9,9,-13
11,9,-13
11,7,-13
13,7,-13
13,5,-13
15,5,-13
15,3,-13
17,3,-13
17,1,-13
17,1,-15
17,-1,-15
15,-1,-15
15,-3,-15
13,-3,-15
13,-5,-15
11,-5,-15
11,-7,-15
9,-7,-15
9,-9,-15
7,-9,-15
7,-11,-15
5,-11,-15
5,-13,-15
3,-13,-15
